This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"13C33S","COMBINATION",-113.3933,46.4661,1707,"SNOTEL"
"13C36S","PETERSON MEA",-113.3000,46.1333,2195,"SNOTEL"
"13C38S","LUBRECHT FLU",-113.3228,46.8822,1426,"SNOTEL"
"13C39S","DALY CREEK",-113.8533,46.1997,1762,"SNOTEL"
"13C43S","WARM SPRINGS",-113.1647,46.2744,2377,"SNOTEL"
"13C44S","BARKER LAKES",-113.1306,46.0972,2515,"SNOTEL"
"13D10S","BLOODY DICK",-113.5014,45.1639,2316,"SNOTEL"
"13D16S","MOOSE CREEK",-113.9539,45.6706,1890,"SNOTEL"
"13D19S","DARKHORSE LA",-113.5850,45.1744,2621,"SNOTEL"
"13D22S","SADDLE MTN.",-113.9683,45.6931,2420,"SNOTEL"
"13D26S","CALVERT CREE",-113.3256,45.8839,1960,"SNOTEL"
"13E06S","MOONSHINE",-113.3989,44.4153,2268,"SNOTEL"
"13E16S","SCHWARTZ LAK",-113.8369,44.8478,2627,"SNOTEL"
"13E18S","MEADOW LAKE",-113.3189,44.4414,2789,"SNOTEL"
"13E23S","LEMHI RIDGE",-113.4453,44.9914,2469,"SNOTEL"
"13E27S","HILTS CREEK",-113.4731,44.0178,2438,"SNOTEL"
"13F03S","BEAR CANYON",-113.9386,43.7442,2408,"SNOTEL"
"13F04S","GARFIELD R.S",-113.9308,43.6106,1999,"SNOTEL"
"13F09S","SWEDE PEAK",-113.9686,43.6253,2329,"SNOTEL"
"13F13S","SMILEY MOUNT",-113.8333,43.7272,2902,"SNOTEL"
"13G01S","HOWELL CANYO",-113.6156,42.3211,2432,"SNOTEL"
"13H05S","GEORGE CREEK",-113.4117,41.9158,2741,"SNOTEL"
"13M02S","LONG FLAT",-113.3969,37.5131,2438,"SNOTEL"
"13M04S","LITTLE GRASS",-113.8461,37.4864,1859,"SNOTEL"
"13M05S","KOLOB",-113.0500,37.5300,2819,"SNOTEL"
"13M06S","GUTZ PEAK",-113.9422,37.4961,2078,"SNOTEL"
"13M07S","GARDNER PEAK",-113.4594,37.4011,2545,"SNOTEL"
"14A11S","GRAVE CREEK",-114.7664,48.9144,1311,"SNOTEL"
"14A12S","STAHL PEAK",-114.8631,48.9089,1838,"SNOTEL"
"14A14S","HAND CREEK",-114.8403,48.3078,1535,"SNOTEL"
"14B04S","BLACKTAIL MT",-114.2542,47.9828,1722,"SNOTEL"
"14B05S","SLEEPING WOM",-114.3347,47.1786,1875,"SNOTEL"
"14C04S","SAVAGE PASS",-114.6317,46.4664,1881,"SNOTEL"
"14C05S","LOLO PASS",-114.5811,46.6347,1597,"SNOTEL"
"14C12S","TWIN LAKES",-114.5053,46.1433,1951,"SNOTEL"
"14C13S","TWELVEMILE C",-114.4475,46.1431,1707,"SNOTEL"
"14D02S","NEZ PERCE CA",-114.4800,45.7311,1722,"SNOTEL"
"14E01S","MILL CREEK S",-114.4903,44.4719,2682,"SNOTEL"
"14E04S","MORGAN CREEK",-114.2686,44.8431,2316,"SNOTEL"
"14F02S","STICKNEY MIL",-114.2089,43.8611,2265,"SNOTEL"
"14F03S","LOST-WOOD DI",-114.2636,43.8250,2408,"SNOTEL"
"14F04S","VIENNA MINE",-114.8528,43.7994,2731,"SNOTEL"
"14F08S","DOLLARHIDE S",-114.6742,43.6025,2566,"SNOTEL"
"14F11S","SOLDIER R.S.",-114.8269,43.4839,1750,"SNOTEL"
"14F12S","GALENA SUMMI",-114.7136,43.8747,2676,"SNOTEL"
"14F16S","HYNDMAN",-114.1589,43.7097,2268,"SNOTEL"
"14F17S","GALENA",-114.6725,43.8772,2268,"SNOTEL"
"14F19S","CHOCOLATE GU",-114.4186,43.7681,1963,"SNOTEL"
"14G01S","BOSTETTER R.",-114.1925,42.1639,2286,"SNOTEL"
"14G02S","MAGIC MOUNTA",-114.2856,42.1822,2097,"SNOTEL"
"14K02S","BERRY CREEK",-114.6231,39.3194,2774,"SNOTEL"
"14K05S","WARD MOUNTAI",-114.9553,39.1322,2804,"SNOTEL"
"14L04S","WHEELER PEAK",-114.3100,39.0100,3093,"SNOTEL"
"15A03S","HAWKINS LAKE",-115.9539,48.9722,1966,"SNOTEL"
"15A05S","GARVER CREEK",-115.8192,48.9758,1295,"SNOTEL"
"15A08S","BANFIELD MOU",-115.4428,48.5703,1707,"SNOTEL"
"15A12S","POORMAN CREE",-115.6236,48.1253,1554,"SNOTEL"
"15B02S","LOOKOUT",-115.7042,47.4575,1567,"SNOTEL"
"15B09S","SUNSET",-115.8242,47.5544,1689,"SNOTEL"
"15B14S","LOST LAKE",-115.9608,47.0808,1862,"SNOTEL"
"15B21S","HUMBOLDT GUL",-115.7769,47.5317,1295,"SNOTEL"
"15C04S","SHANGHI SUMM",-115.7419,46.5661,1393,"SNOTEL"
"15C06S","HEMLOCK BUTT",-115.6336,46.4811,1771,"SNOTEL"
"15C09S","CRATER MEADO",-115.2883,46.5631,1817,"SNOTEL"
"15C10S","HOODOO BASIN",-115.0339,46.9753,1844,"SNOTEL"
"15C16S","COOL CREEK",-115.2953,46.7636,1914,"SNOTEL"
"15D01S","SECESH SUMMI",-115.9719,45.1886,1987,"SNOTEL"
"15D06S","MOUNTAIN MEA",-115.2294,45.6969,1939,"SNOTEL"
"15E02S","BIG CREEK SU",-115.7958,44.6261,2006,"SNOTEL"
"15E04S","DEADWOOD SUM",-115.5633,44.5444,2091,"SNOTEL"
"15E08S","COZY COVE",-115.6550,44.2883,1640,"SNOTEL"
"15E09S","JACKSON PEAK",-115.4433,44.0508,2155,"SNOTEL"
"15E11S","BANNER SUMMI",-115.2344,44.3033,2146,"SNOTEL"
"15F01S","MORES CREEK",-115.6656,43.9319,1859,"SNOTEL"
"15F04S","ATLANTA SUMM",-115.2389,43.7564,2310,"SNOTEL"
"15F05S","TRINITY MTN.",-115.4378,43.6286,2368,"SNOTEL"
"15F06S","PRAIRIE",-115.5725,43.5050,1463,"SNOTEL"
"15F09S","CAMAS CREEK",-115.3461,43.2672,1740,"SNOTEL"
"15F14S","GRAHAM GUARD",-115.2739,43.9539,1734,"SNOTEL"
"15G02S","WILSON CREEK",-115.0050,42.0175,2170,"SNOTEL"
"15H01S","BEAR CREEK",-115.4522,41.8342,2377,"SNOTEL"
"15H03S","SEVENTYSIX C",-115.4722,41.7369,2164,"SNOTEL"
"15H04S","BIG BEND",-115.6889,41.7619,2042,"SNOTEL"
"15H09S","TAYLOR CANYO",-116.0297,41.2286,1890,"SNOTEL"
"15H14S","POLE CREEK R",-115.2469,41.8731,2539,"SNOTEL"
"15H24S","DRAW CREEK",-115.3231,41.6614,2195,"SNOTEL"
"15J01S","DORSEY BASIN",-115.2047,40.8933,2469,"SNOTEL"
"15J06S","LAMOILLE #3",-115.3817,40.6444,2347,"SNOTEL"
"15J09S","GREEN MOUNTA",-115.5253,40.3844,2438,"SNOTEL"
"15J12S","CORRAL CANYO",-115.5347,40.2778,2591,"SNOTEL"
"15J15S","HOLE-IN-MOUN",-115.0961,40.9411,2408,"SNOTEL"
"15K03S","DIAMOND PEAK",-115.8442,39.5631,2438,"SNOTEL"
"15N09S","BRISTLECONE",-115.6956,36.3158,2737,"SNOTEL"
"15N10S","LEE CANYON",-115.6750,36.3053,2629,"SNOTEL"
"15N11S","RAINBOW CANY",-115.6294,36.2492,2431,"SNOTEL"
"16A04S","MOSQUITO RID",-116.2306,48.0575,1585,"SNOTEL"
"16A08S","BEAR MOUNTAI",-116.0731,48.3050,1646,"SNOTEL"
"16A10S","SCHWEITZER B",-116.6394,48.3742,1856,"SNOTEL"
"16A12S","HIDDEN LAKE",-116.7575,48.8936,1536,"SNOTEL"
"16A14S","MYRTLE CREEK",-116.4631,48.7225,1073,"SNOTEL"
"16B14S","MICA CREEK",-116.2669,47.1508,1448,"SNOTEL"
"16C01S","SHERWIN",-116.3397,46.9503,975,"SNOTEL"
"16C02S","MOSCOW MOUNT",-116.8603,46.8050,1433,"SNOTEL"
"16C20S","ELK BUTTE",-116.1228,46.8400,1734,"SNOTEL"
"16D08S","WEST BRANCH",-116.4550,45.0719,1695,"SNOTEL"
"16D09S","BRUNDAGE RES",-116.1325,45.0431,1920,"SNOTEL"
"16E05S","SQUAW FLAT",-116.2486,44.7708,1902,"SNOTEL"
"16E10S","BEAR SADDLE",-116.9831,44.6036,1884,"SNOTEL"
"16E11S","BEAR BASIN",-116.1431,44.9525,1631,"SNOTEL"
"16E14S","VAN WYCK",-116.3367,44.3767,1500,"SNOTEL"
"16E18S","LONG VALLEY",-116.0922,44.7914,1490,"SNOTEL"
"16F02S","BOGUS BASIN",-116.1050,43.7739,1932,"SNOTEL"
"16F07S","ORCHARD RANG",-115.9967,43.3222,960,"SNOTEL"
"16F08S","REYNOLDS CRE",-116.7547,43.0669,1707,"SNOTEL"
"16G01S","SOUTH MTN.",-116.9008,42.7650,1981,"SNOTEL"
"16G07S","MUD FLAT",-116.5589,42.6003,1747,"SNOTEL"
"16H02S","JACK CREEK U",-116.0089,41.5469,2210,"SNOTEL"
"16H04S","JACKS PEAK",-116.0181,41.5169,2566,"SNOTEL"
"16H05S","LAUREL DRAW",-116.0281,41.7769,2042,"SNOTEL"
"16H07S","TOE JAM",-116.3381,41.3219,2362,"SNOTEL"
"16H08S","FAWN CREEK",-116.1014,41.8211,2134,"SNOTEL"
"16J01S","LEWIS PEAK",-116.8650,40.3575,2256,"SNOTEL"
"17A01S","BUNCHGRASS M",-117.1761,48.6869,1524,"SNOTEL"
"17B04S","QUARTZ PEAK",-117.0867,47.8833,1433,"SNOTEL"
"17B06S","RAGGED MOUNT",-117.0367,47.8558,1283,"SNOTEL"
"17C04S","SPRUCE SPRIN",-117.5425,46.1842,1737,"SNOTEL"
"17C05S","TOUCHET",-117.8506,46.1186,1686,"SNOTEL"
"17C06S","SOURDOUGH GU",-117.3808,46.2411,1219,"SNOTEL"
"17D02S","ANEROID LAKE",-117.1928,45.2136,2225,"SNOTEL"
"17D06S","MOSS SPRINGS",-117.6875,45.2717,1783,"SNOTEL"
"17D07S","TAYLOR GREEN",-117.5508,45.0772,1750,"SNOTEL"
"17D08S","SCHNEIDER ME",-117.1653,45.0011,1646,"SNOTEL"
"17D18S","MT. HOWARD",-117.1731,45.2647,2411,"SNOTEL"
"17D20S","MILK SHAKES",-117.9489,45.9822,1707,"SNOTEL"
"17H02S","BUCKSKIN LOW",-117.5322,41.7511,2042,"SNOTEL"
"17H07S","LAMANCE CREE",-117.6314,41.5153,1829,"SNOTEL"
"17H08S","GRANITE PEAK",-117.5661,41.6706,2377,"SNOTEL"
"17K04S","BIG CREEK SU",-117.1239,39.3208,2652,"SNOTEL"
"18A21S","SENTINEL BUT",-118.3986,48.8611,1500,"SNOTEL"
"18D04S","EMIGRANT SPR",-118.4539,45.5581,1196,"SNOTEL"
"18D06S","LUCKY STRIKE",-118.8481,45.2747,1539,"SNOTEL"
"18D08S","COUNTY LINE",-118.5500,45.1911,1463,"SNOTEL"
"18D19S","HIGH RIDGE",-118.1053,45.6975,1518,"SNOTEL"
"18D20S","BOWMAN SPRIN",-118.4672,45.3644,1396,"SNOTEL"
"18D21S","WOLF CREEK",-118.1519,45.0672,1737,"SNOTEL"
"18E03S","EILERTSON ME",-118.1139,44.8692,1646,"SNOTEL"
"18E05S","BOURNE",-118.1878,44.8306,1768,"SNOTEL"
"18E08S","GOLD CENTER",-118.3117,44.7639,1628,"SNOTEL"
"18E09S","TIPTON",-118.4261,44.6558,1570,"SNOTEL"
"18E16S","BLUE MOUNTAI",-118.5175,44.2478,1798,"SNOTEL"
"18E18S","LAKE CREEK R",-118.6378,44.2100,1585,"SNOTEL"
"18F01S","ROCK SPRINGS",-118.8381,44.0092,1554,"SNOTEL"
"18G01S","SILVIES",-118.6881,42.7531,2103,"SNOTEL"
"18G02S","FISH CREEK",-118.6264,42.7106,2408,"SNOTEL"
"18H01S","DISASTER PEA",-118.1886,41.9675,1981,"SNOTEL"
"19A02S","SALMON MEADO",-119.8381,48.6547,1372,"SNOTEL"
"19A13S","MOSES MTN",-119.0814,48.3614,1615,"SNOTEL"
"19D02S","ARBUCKLE MTN",-119.2542,45.1906,1646,"SNOTEL"
"19D03S","MADISON BUTT",-119.4958,45.1053,1600,"SNOTEL"
"19E03S","DERR.",-119.9303,44.4464,1728,"SNOTEL"
"19E07S","STARR RIDGE",-119.0211,44.2650,1615,"SNOTEL"
"19F01S","SNOW MOUNTAI",-119.5400,43.9486,1896,"SNOTEL"
"19H05S","SHELDON",-119.4447,41.9044,1786,"SNOTEL"
"19K04S","MARLETTE LAK",-119.8964,39.1642,2438,"SNOTEL"
"19K07S","MT ROSE SKI",-119.8944,39.3156,2697,"SNOTEL"
"19K08S","BIG MEADOW",-119.9411,39.4550,2530,"SNOTEL"
"19L03S","HAGAN'S MEAD",-119.9372,38.8519,2438,"SNOTEL"
"19L05S","BLUE LAKES",-119.9256,38.6078,2438,"SNOTEL"
"19L06S","POISON FLAT",-119.6253,38.5058,2408,"SNOTEL"
"19L07S","SONORA PASS",-119.6006,38.3108,2682,"SNOTEL"
"19L13S","VIRGINIA LAK",-119.2339,38.0731,2804,"SNOTEL"
"19L17S","LOBDELL LAKE",-119.3664,38.4375,2804,"SNOTEL"
"19L19S","EBBETTS PASS",-119.8047,38.5497,2652,"SNOTEL"
"19L24S","HEAVENLY VAL",-119.9169,38.9242,2697,"SNOTEL"
"19L38S","LEAVITT LAKE",-119.6128,38.2756,2865,"SNOTEL"
"19L39S","SPRATT CREEK",-119.8172,38.6661,1890,"SNOTEL"
"19L40S","MONITOR PASS",-119.6089,38.6689,2545,"SNOTEL"
"19L41S","BURNSIDE LAK",-119.8942,38.7194,2481,"SNOTEL"
"19L42S","SUMMIT MEADO",-119.5303,38.4022,2780,"SNOTEL"
"19L43S","FORESTDALE C",-119.9597,38.6825,2447,"SNOTEL"
"19L44S","HORSE MEADOW",-119.8867,38.8367,2631,"SNOTEL"
"19L45S","CARSON PASS",-119.9933,38.6931,2591,"SNOTEL"
"20A05S","HARTS PASS",-120.6586,48.7203,1981,"SNOTEL"
"20A07S","THUNDER BASI",-120.9897,48.5278,1280,"SNOTEL"
"20A09S","RAINY PASS",-120.7356,48.5189,1457,"SNOTEL"
"20A12S","PARK CREEK R",-120.9156,48.4450,1402,"SNOTEL"
"20A23S","LYMAN LAKE",-120.9189,48.1906,1798,"SNOTEL"
"20A41S","SWAMP CREEK",-120.7825,48.5714,1219,"SNOTEL"
"20A46S","TRINITY",-120.8492,48.0747,872,"SNOTEL"
"20B02S","BLEWETT PASS",-120.6797,47.3508,1301,"SNOTEL"
"20B07S","UPPER WHEELE",-120.3703,47.2872,1341,"SNOTEL"
"20B11S","GROUSE CAMP",-120.4878,47.2811,1640,"SNOTEL"
"20B24S","POPE RIDGE",-120.5664,47.9911,1079,"SNOTEL"
"20B25S","TROUGH",-120.2944,47.2336,1615,"SNOTEL"
"20D02S","INDIAN ROCK",-120.8078,45.9908,1634,"SNOTEL"
"20E02S","OCHOCO MEADO",-120.3314,44.4289,1585,"SNOTEL"
"20G02S","SUMMER RIM",-120.8017,42.6958,2164,"SNOTEL"
"20G06S","QUARTZ MOUNT",-120.8253,42.3192,1737,"SNOTEL"
"20G09S","STRAWBERRY",-120.8361,42.1258,1756,"SNOTEL"
"20G12S","CRAZYMAN FLA",-120.9481,42.6381,1859,"SNOTEL"
"20H02S","CROWDER FLAT",-120.7522,41.8931,1554,"SNOTEL"
"20H06S","CEDAR PASS",-120.3000,41.5833,2164,"SNOTEL"
"20H12S","DISMAL SWAMP",-120.1667,41.9667,2134,"SNOTEL"
"20H13S","ADIN MTN",-120.7667,41.2500,1890,"SNOTEL"
"20K03S","INDEPENDENCE",-120.2825,39.4900,1981,"SNOTEL"
"20K04S","INDEPENDENCE",-120.2928,39.4522,2134,"SNOTEL"
"20K05S","INDEPENDENCE",-120.3133,39.4278,2576,"SNOTEL"
"20K13S","TRUCKEE #2",-120.1831,39.3008,1951,"SNOTEL"
"20K25S","WARD CREEK #",-120.2189,39.1356,2057,"SNOTEL"
"20K27S","TAHOE CITY C",-120.1547,39.1717,2057,"SNOTEL"
"20K30S","SQUAW VALLEY",-120.2656,39.1900,2499,"SNOTEL"
"20K31S","CSS LAB",-120.3700,39.3300,2103,"SNOTEL"
"20L02S","RUBICON #2",-120.1308,38.9994,2286,"SNOTEL"
"20L06S","ECHO PEAK",-120.0742,38.8428,2377,"SNOTEL"
"20L10S","FALLEN LEAF",-120.0536,38.9342,1920,"SNOTEL"
"21A01S","BEAVER PASS",-121.2500,48.8667,1103,"SNOTEL"
"21A09S","MARTEN RIDGE",-121.6981,48.7631,1085,"SNOTEL"
"21A28S","BROWN TOP",-121.1972,48.9275,1777,"SNOTEL"
"21A32S","ELBOW LAKE",-121.9081,48.6906,975,"SNOTEL"
"21A35S","HOZOMEEN CAM",-121.0797,48.9808,503,"SNOTEL"
"21A36S","MF NOOKSACK",-121.9294,48.8247,1518,"SNOTEL"
"21B01S","STEVENS PASS",-121.0925,47.7464,1241,"SNOTEL"
"21B04S","FISH LAKE",-121.0856,47.5353,1027,"SNOTEL"
"21B10S","STAMPEDE PAS",-121.3408,47.2753,1177,"SNOTEL"
"21B13S","CORRAL PASS",-121.4650,47.0186,1829,"SNOTEL"
"21B20S","TINKHAM CREE",-121.4697,47.3322,936,"SNOTEL"
"21B21S","MOUNT GARDNE",-121.5681,47.3578,914,"SNOTEL"
"21B31S","SAWMILL RIDG",-121.4167,47.1500,1433,"SNOTEL"
"21B42S","COUGAR MOUNT",-121.6722,47.2764,975,"SNOTEL"
"21B48S","ALPINE MEADO",-121.6989,47.7797,1067,"SNOTEL"
"21B50S","LYNN LAKE",-121.7797,47.2017,1189,"SNOTEL"
"21B51S","SASSE RIDGE",-121.0636,47.3847,1280,"SNOTEL"
"21B55S","OLALLIE MEAD",-121.4419,47.3742,1128,"SNOTEL"
"21B59S","MEADOWS PASS",-121.4717,47.2828,1067,"SNOTEL"
"21B60S","SKOOKUM CREE",-121.6094,47.6844,1195,"SNOTEL"
"21B62S","HUCKLEBERRY",-121.5867,47.0656,610,"SNOTEL"
"21B63S","BURNT MOUNTA",-121.9400,47.0444,1280,"SNOTEL"
"21C10S","GREEN LAKE",-121.1711,46.5478,1829,"SNOTEL"
"21C13S","SURPRISE LAK",-121.7633,46.0947,1295,"SNOTEL"
"21C14S","POTATO HILL",-121.5144,46.3492,1372,"SNOTEL"
"21C17S","MORSE LAKE",-121.4828,46.9056,1646,"SNOTEL"
"21C20S","SPENCER MEAD",-121.9264,46.1797,1036,"SNOTEL"
"21C26S","LONE PINE",-121.9636,46.2722,1158,"SNOTEL"
"21C28S","WHITE PASS E",-121.3806,46.6422,1372,"SNOTEL"
"21C33S","PIGTAIL PEAK",-121.3864,46.6214,1798,"SNOTEL"
"21C35S","PARADISE",-121.7469,46.7814,1561,"SNOTEL"
"21C38S","BUMPING RIDG",-121.3317,46.8103,1402,"SNOTEL"
"21C39S","LOST HORSE",-121.0811,46.3572,1524,"SNOTEL"
"21C40S","MOWICH",-121.9525,46.9281,960,"SNOTEL"
"21C41S","CAYUSE PASS",-121.5317,46.8717,1585,"SNOTEL"
"21C42S","PEPPER CREEK",-121.9558,46.1025,652,"SNOTEL"
"21D01S","GREENPOINT",-121.7044,45.6222,975,"SNOTEL"
"21D04S","RED HILL",-121.7044,45.4647,1341,"SNOTEL"
"21D08S","MT HOOD TEST",-121.7158,45.3214,1646,"SNOTEL"
"21D12S","CLEAR LAKE",-121.6906,45.1881,1067,"SNOTEL"
"21D13S","CLACKAMAS LA",-121.7528,45.0964,1036,"SNOTEL"
"21D14S","PEAVINE RIDG",-121.9325,45.0414,1067,"SNOTEL"
"21D33S","BLAZED ALDER",-121.8564,45.4283,1113,"SNOTEL"
"21D35S","MUD RIDGE",-121.7367,45.2536,1158,"SNOTEL"
"21E04S","MARION FORKS",-121.9739,44.5936,792,"SNOTEL"
"21E05S","SANTIAM JCT.",-121.9450,44.4350,1143,"SNOTEL"
"21E06S","HOGG PASS",-121.8569,44.4206,1451,"SNOTEL"
"21E07S","MCKENZIE",-121.8728,44.2103,1463,"SNOTEL"
"21E13S","THREE CREEKS",-121.6411,44.1442,1722,"SNOTEL"
"21F10S","NEW CRESCENT",-121.9797,43.5119,1463,"SNOTEL"
"21F12S","SILVER CREEK",-121.1811,42.9561,1743,"SNOTEL"
"21F21S","IRISH TAYLOR",-121.9486,43.8036,1676,"SNOTEL"
"21F22S","CHEMULT ALTE",-121.8067,43.2261,1451,"SNOTEL"
"21G03S","TAYLOR BUTTE",-121.4261,42.6911,1554,"SNOTEL"
"21G04S","GERBER RESER",-121.1333,42.2064,1478,"SNOTEL"
"21G17S","SUN PASS",-121.9772,42.7864,1707,"SNOTEL"
"22C09S","JUNE LAKE",-122.1547,46.1481,1018,"SNOTEL"
"22C10S","SHEEP CANYON",-122.2544,46.1931,1228,"SNOTEL"
"22C12S","SPIRIT LAKE",-122.1772,46.2611,1073,"SNOTEL"
"22C13S","SWIFT CREEK",-122.1842,46.1636,1149,"SNOTEL"
"22D01S","CALAMITY",-122.2164,45.9039,753,"SNOTEL"
"22D02S","NORTH FORK",-122.0031,45.5503,966,"SNOTEL"
"22D03S","SOUTH FORK B",-122.0311,45.4461,802,"SNOTEL"
"22E07S","JUMP OFF JOE",-122.1669,44.3861,1067,"SNOTEL"
"22E08S","DALY LAKE",-122.0872,44.5219,1097,"SNOTEL"
"22E09S","LITTLE MEADO",-122.2261,44.6131,1219,"SNOTEL"
"22F03S","CASCADE SUMM",-122.0603,43.5903,1487,"SNOTEL"
"22F04S","SALT CREEK F",-122.1175,43.6119,1219,"SNOTEL"
"22F05S","RAILROAD OVE",-122.2125,43.6586,838,"SNOTEL"
"22F14S","SUMMIT LAKE",-122.1381,43.4489,1707,"SNOTEL"
"22F18S","DIAMOND LAKE",-122.1400,43.1878,1620,"SNOTEL"
"22F42S","HOLLAND MEAD",-122.5689,43.6692,1494,"SNOTEL"
"22F43S","ROARING RIVE",-122.0311,43.9011,1494,"SNOTEL"
"22F45S","TOKETEE AIRS",-122.4253,43.2272,988,"SNOTEL"
"22G06S","ANNIE SPRING",-122.1656,42.8700,1835,"SNOTEL"
"22G12S","FOURMILE LAK",-122.2289,42.4392,1829,"SNOTEL"
"22G13S","BILLIE CREEK",-122.2664,42.4069,1615,"SNOTEL"
"22G14S","FISH LK.",-122.3494,42.3800,1422,"SNOTEL"
"22G21S","BIG RED MOUN",-122.8547,42.0525,1905,"SNOTEL"
"22G24S","COLD SPRINGS",-122.1769,42.5331,1792,"SNOTEL"
"22G33S","SEVENMILE MA",-122.1417,42.6983,1890,"SNOTEL"
"23B06S","MOUNT CRAG",-123.0261,47.7644,1234,"SNOTEL"
"23B16S","DUNGENESS",-123.0789,47.8725,1250,"SNOTEL"
"23B17S","WATERHOLE",-123.4261,47.9447,1524,"SNOTEL"
"23B18S","BUCKINGHORSE",-123.4439,47.7083,1408,"SNOTEL"
"23D01S","SADDLE MOUNT",-123.3731,45.5447,991,"SNOTEL"
"23D02S","SEINE CREEK",-123.2967,45.5258,610,"SNOTEL"
"23D03S","MILLER WOODS",-123.2600,45.2369,137,"SNOTEL"
"23G09S","KING MOUNTAI",-123.2000,42.7239,1219,"SNOTEL"
"23G15S","BIGELOW CAMP",-123.3439,42.0786,1561,"SNOTEL"
"03102","ONTARIO INTE",-117.6003,34.0561,289,"WBAN"
"03104","PALM SPRINGS",-116.1600,33.6278,-34,"WBAN"
"03131","SAN DIEGO MO",-117.1394,32.8158,127,"WBAN"
"03144","IMPERIAL COU",-115.5786,32.8342,-18,"WBAN"
"03159","LANCASTER WM",-118.2117,34.7411,713,"WBAN"
"03160","MERCURY DESE",-116.0278,36.6206,1006,"WBAN"
"03164","CAMPO",-116.4728,32.6233,802,"WBAN"
"03166","FULLERTON MU",-117.9789,33.8719,29,"WBAN"
"03167","HAWTHORNE MU",-118.3342,33.9228,19,"WBAN"
"03170","EUREKA AIRPO",-116.0056,39.6014,1812,"WBAN"
"03171","RIVERSIDE MU",-117.4386,33.9519,245,"WBAN"
"03177","CARLSBAD MCC",-117.2794,33.1281,100,"WBAN"
"03178","SAN DIEGO BR",-116.9794,32.5722,157,"WBAN"
"03179","CHINO AIRPOR",-117.6361,33.9753,198,"WBAN"
"03809","DYERSBURG MU",-89.4000,36.0167,103,"WBAN"
"03881","CENTREVILLE",-87.2500,32.9000,-9999,"WBAN"
"03889","JACKSON JULI",-83.3144,37.5914,416,"WBAN"
"03951","LONGVIEW WSM",-94.6500,32.3500,124,"WBAN"
"03969","STEPHENVILLE",-98.1775,32.2153,403,"WBAN"
"04109","LOWELL THREE",-115.5964,46.1442,451,"WBAN"
"04113","HERMISTON MU",-119.2611,45.8258,195,"WBAN"
"04125","JOHN DAY 35",-119.6458,44.5556,682,"WBAN"
"04128","RILEY 10 WSW",-119.6917,43.4711,1398,"WBAN"
"04201","SCAPPOOSE IN",-122.8611,45.7728,17,"WBAN"
"04222","REDDING 12 W",-122.6069,40.6508,430,"WBAN"
"04223","DARRINGTON 2",-121.4461,48.5406,115,"WBAN"
"13701","ABERDEEN PHI",-76.1667,39.4667,19,"WBAN"
"13865","MERIDIAN KEY",-88.7442,32.3347,90,"WBAN"
"13867","PARKERSBURG",-81.5667,39.2667,187,"WBAN"
"13980","ANTHONY",-98.0283,37.1550,408,"WBAN"
"13991","MARSHALL",-93.2225,39.1342,241,"WBAN"
"14743","CANTON 4 SE",-75.1167,44.5833,122,"WBAN"
"14806","RANTOUL CHAN",-88.1500,40.3000,230,"WBAN"
"14814","ALPENA WASTE",-83.4275,45.0606,180,"WBAN"
"14817","CADILLAC WEX",-85.4167,44.2833,396,"WBAN"
"14828","GLADWIN",-84.4908,43.9758,236,"WBAN"
"14838","MARQUETTE WB",-87.4000,46.5667,206,"WBAN"
"14846","SANDUSKY",-82.7167,41.4500,178,"WBAN"
"14924","PEMBINA",-97.2386,48.9742,241,"WBAN"
"14995","GRANTSBURG",-92.6667,45.7667,275,"WBAN"
"23062","DENVER STAPL",-104.8694,39.7633,1611,"WBAN"
"23072","CLARENDON MU",-100.9333,34.9500,875,"WBAN"
"23110","LEMOORE REEV",-119.9500,36.3333,73,"WBAN"
"23129","LONG BEACH D",-118.1464,33.8117,9,"WBAN"
"23130","VAN NUYS AIR",-118.4892,34.2097,235,"WBAN"
"23136","CAMARILLO AI",-119.0833,34.2167,23,"WBAN"
"23152","BURBANK-GLEN",-118.3575,34.2006,226,"WBAN"
"23153","TONOPAH AP",-117.0903,38.0511,1644,"WBAN"
"23154","ELY YELLAND",-114.8453,39.2950,1909,"WBAN"
"23155","BAKERSFIELD",-119.0542,35.4344,149,"WBAN"
"23157","BISHOP AIRPO",-118.3581,37.3711,1250,"WBAN"
"23158","BLYTHE AIRPO",-114.7142,33.6186,120,"WBAN"
"23161","DAGGETT BARS",-116.7858,34.8536,584,"WBAN"
"23169","LAS VEGAS MC",-115.1553,36.0789,648,"WBAN"
"23174","LOS ANGELES",-118.3889,33.9381,30,"WBAN"
"23179","NEEDLES AP",-114.6189,34.7675,271,"WBAN"
"23182","PALMDALE AIR",-118.0836,34.6294,769,"WBAN"
"23185","RENO TAHOE I",-119.7711,39.4839,1344,"WBAN"
"23187","SANDBERG",-118.7242,34.7436,1375,"WBAN"
"23188","SAN DIEGO LI",-117.1831,32.7336,5,"WBAN"
"23190","SANTA BARBAR",-119.8425,34.4258,3,"WBAN"
"23191","AVALON CATAL",-118.4158,33.4050,488,"WBAN"
"23199","EL CENTRO NA",-115.6833,32.8167,-13,"WBAN"
"23202","TRAVIS FIELD",-121.9333,38.2667,18,"WBAN"
